Conference,Year,Author Name,Publication
A,1983,"b'A. Biermann , R. Rodman , B. Ballard , T. Betancourt ,'",1
A,1983,b'Frederick B. Thompson',1
A,1983,b'Harold L. Somers',1
A,1983,b'James R. Cowie',1
A,1983,b'Jerrold M. Ginsparg',1
A,1983,b'Karen Jensen and George E. Heidorn',1
A,1983,b'Linguistics Department',1
A,1983,b'Logicon. Inc.',1
A,1983,"b'P. Fink , K. Gilbert , D. Gregory , F. Heidlage'",1
A,1983,"b'R. Grishman*, L. Hirschman+, and C. Friedman**'",1
A,1983,b'Ralph M. Weischedel',1
A,1983,"b'Via Antonini,8 - 33100 Udine, Italy'",1
A,1983,b'Wendy G. Lehnert',1
A,1988,b'Beatrice T. Oshika Filip Machi',1
A,1988,b'David Allport',1
A,1988,b'Elaine Rich\nSusann LuperFoy',1
A,1988,b'Eva I. Ejerhed',1
A,1988,b'Harry Tennant Texas Instruments',1
A,1988,b'Honeywell Inc.',1
A,1988,b'Howard E. Sachar',1
A,1988,b'Jonathan Slocum',1
A,1988,b'Jugal Kalita and Sunil Shende',1
A,1988,b'Madeleine Bates BBN Laboratories\nTim Finin Unisys\nRalph Grishman New York University',1
A,1988,"b'P. 0. Box 704\nYorktown Heights, New York 10598'",1
A,1988,b'Ralph Grishman and Mahesh Chitrao',1
A,1988,b'Ralph Grishman and Ping Peng',1
A,1988,b'Susan E. Brennan',1
A,1988,b'Yael Ravin',1
A,1988,"b'Yorktown Heights, New York 10598'",2
A,1992,b'A. Winarske S. Warwick-Armstrong J. Hajie',1
A,1992,"b'Agirre E., Alegria I., Arregi X.,\nArtola X., Diaz de Ilarraza A.,\nMaritxalar M., Sarasola K.'",1
A,1992,b'Alan W. Biermann',1
A,1992,b'Alberto LaveIli Bernardo Magnini Carlo Strapparava',1
A,1992,b'Ann Copestake',1
A,1992,b'Antonio Sanfilippo*',1
A,1992,b'Cristian Dumitrescu',1
A,1992,b'D. Richard Hipp',1
A,1992,b'David M. Carter*',1
A,1992,b'Doug Cutting and Julian Kupiec and Jan Pedersen and Penelope Sibun',1
A,1992,"b'Ehud Reiter, Chris Mellish, and John Levine'",1
A,1992,b'Eric Brill *',1
A,1992,b'Eugene J. Guglielmo Neil C. Rowe',1
A,1992,b'Eyal Shifroni and Uzzi Oman',1
A,1992,b'Gregor Erbach',1
A,1992,b'Hans Paulussen',1
A,1992,b'Harald Trost*',1
A,1992,b'Hiromi Nakaiwa and Satoru Ikehara',1
A,1992,"b""Jeremy J.CARROLL\nSofia ANANIADOU\nJun'ichi TSUJII""",1
A,1992,"b'Jerry R. Hobbs, Douglas E. Appelt, John Bear, and Mabry Tyson'",1
A,1992,b'Joan Bachenko\nJeffrey Daughertyl\nEileen Fitzpatrick',1
A,1992,b'John R. R. Leavitt',1
A,1992,b'John S. Liu',1
A,1992,"b'Jyun-Sheng Chang*, Tsung-Yih Tseng,\nYing Cheng, Huey-Chyun Chen,\nShun-Der Cheng'",1
A,1992,b'Lynn Carlson',1
A,1992,"b'Madeleine Bates, BBN Systems and Technologies'",1
A,1992,b'Manny Rayner and Hiyan Alshawi *',1
A,1992,b'Marie Meteer',1
A,1992,b'Martin Volk',1
A,1992,"b'Michela Fasolo, Lorenzo Garbuio, Nicola Guarino'",1
A,1992,b'Owen Rambow Tanya Korelsky',1
A,1992,b'Paolo Baggia Elisabetta Gerbino Egidio Giachin Claudio Rullent',1
A,1992,"b'Patrick Paroubek**, Yves Schabes and Aravind K. Joshi'",1
A,1992,b'Paul S. Jacobs',1
A,1992,"b'Peggy M. Andersen, Philip J. Hayes\nAlison K. Huettner, Linda M. Schmandt\nIrene B. Nirenburg'",1
A,1992,b'Peter Wazinski',1
A,1992,"b'Ralf Kese, Friedrich Dudda, Gerhard Heyer, Marianne Kugler'",1
A,1992,b'Ralph Grishman and Catherine Macleod and John Sterling*',1
A,1992,"b'Roberto Basili , Maria Teresa Pazienza'",1
A,1992,b'Ronnie W. Smith*',1
A,1992,"b'Sadao Kurohashi, Makoto Nagao, Satoshi Sato and Masahiko Murakami'",1
A,1992,b'Satoshi SEKINE*',1
A,1992,b'Scott McGlashan and Norman Fraser and Nigel Gilbert',1
A,1992,b'Sean Boisen and Madeleine Bates*',1
A,1992,b'Sergei Nirenburg',1
A,1992,"b'Sergei Nirenburg, Peter Shell, Ariel Cohen, Peter'",1
A,1992,b'Stefan Wermter*',1
A,1992,"b'Stephan Dilley, John Bateman, Ulrich Thiel, Anne Tissen'",1
A,1992,b'Stephan M. Kerpedjiev*',1
A,1992,b'Steven P. Weinstein',1
A,1992,b'Sur-Jin Ker',1
A,1992,b'Theo Vosse*',1
A,1992,b'Victor Poznariski',1
A,1992,b'Willy Martin',1
A,1992,"b'Wolfgang Heinz, Johannes Matiasek\nErnst Buchberger'",1
A,1994,b'Abigail S. Gertner and Bonnie L. Webber John R. Clarke',1
A,1994,b'Advanced Research Laboratory\nHitachi Ltd.',1
A,1994,b'Akitoshi Okumura and Kazunori Muraki',1
A,1994,b'Alain Polguere',1
A,1994,b'Atro Voutilainen',1
A,1994,b'Carlos Segami',1
A,1994,b'Christian Jacquemin',1
A,1994,b'David Carter',1
A,1994,"b'David D. Palmer\nCS Division, 387 Soda Hall #1776'",1
A,1994,b'David E. Caldwell\nTatiana Korelsky',1
A,1994,b'David Elworthy',1
A,1994,b'David N. Chin Matthew McGranaghan Tung-Tse Chen',1
A,1994,b'Dekai Wu',1
A,1994,b'Eli Goldberg',1
A,1994,b'Fernando Gomez',1
A,1994,b'Flavia A. Barros and Anne DeRoeck',1
A,1994,b'Gabor PrOszeky',1
A,1994,"b'Hideki Hirakawa*, Kouichi Nomura**, Mariko Nakamura**'",1
A,1994,b'Ido Dagan* Ken Church',1
A,1994,b'James Shaw',1
A,1994,"b'Jose Coch, Raphael David'",1
A,1994,b'Karen Kukich',1
A,1994,b'Kathleen McKeown',1
A,1994,b'Kemal Oflazer and Cemaleddin Giizey',1
A,1994,b'Kemal Oflazer and ilker Kuruaz',1
A,1994,"b'Kozo 0i, Eiichiro Sumita, Osamu Furuse, Hitoshi Iida and Tetsuya Higuchit'",1
A,1994,b'Lynne J. Cahill*',1
A,1994,"b'Madeleine Bates, Robert Bobrow, Robert Ingria and David Stallard'",1
A,1994,b'Manfred Stede',1
A,1994,b'Masahiro Oku',1
A,1994,"b""Masaki KIYONO* and Jun'ichi TSUJII""",1
A,1994,b'Miguel Filgueiras',1
A,1994,b'Naoto Katohl Teruaki Aizawa',1
A,1994,b'Nobuyulci Tsukahara Yasunori Komatsu',1
A,1994,b'Pasi Tapanainen',1
A,1994,b'Peter Spyns',1
A,1994,b'Reinhard Schaler',1
A,1994,b'Richard Hull',1
A,1994,"b'Richard Kittredge, Eli Goldberg, Myunghee Kim & Alain Polguere 215'",1
A,1994,b'Richard Kittredgett',1
A,1994,b'Robert Frederking',1
A,1994,b'Robert Pasero Nathalie Richardet Paul Sabatier',1
A,1994,"b'Roberto Basili, Fabrizio Grisoli, Maria Teresa Pazienza'",1
A,1994,b'Sergei Nirenburg',1
A,1994,b'Steven Finch',1
A,1994,"b'Stuttgart, Germany'",1
A,1994,b'Takenobu TOKUNAGA',1
A,1994,b'Tao Hong and Jonathan J. Hull',2
A,1994,b'Tetsuo Araki',1
A,1994,b'Tomek Strzalkowski',1
A,1997,b'Amit Bagga\nJoyce Yue Chai',1
A,1997,b'Andrei Mikheev',1
A,1997,b'Arendse Bernth',1
A,1997,b'Atro Voutilainen',1
A,1997,b'Benoit Lavoie',1
A,1997,b'Benoit Lavoie and Owen Rambow',1
A,1997,b'Bernd M\xc3\xb6bius',1
A,1997,b'Bonnie J. Dorr',1
A,1997,"b'Breck Baldwin, Christine Doran, Jeffrey C. Reynar, Michael Niv, B. Srinivas'",1
A,1997,b'Carolyn Penstein Rose',1
A,1997,b'Chengxiang Zhai',1
A,1997,b'Chin-Yew Lin and Eduard Hovy',1
A,1997,b'Chinatsu Aone and Nicholas Charocopos and James Gorlinsky',1
A,1997,b'Chong Woo Woos\nYuemei Zhang',1
A,1997,b'Cigdem Keyder Turhan',1
A,1997,b'Daniel M. Bikel',1
A,1997,b'David D. Palmer and David S. Day',1
A,1997,"b'David Day, John Aberdeen, Lynette Hirschman,\nRobyn Kozierok, Patricia Robinson and Marc Vilain'",1
A,1997,"b'David McKelvie, Chris Brew & Henry Thompson'",1
A,1997,b'Dekang Lin',1
A,1997,b'Dragomir R. Radev and Kathleen R. McKeown',1
A,1997,"b""Fumiyo Fukumoto Yoshimi Suzukit Jun'ichi Fukumotot""",1
A,1997,b'Gregory Aist\nComp. Ling. Program',1
A,1997,b'Gunter Neumann* Rolf Backofent Judith Baurt Markus Becker1 Christian Braun11',1
A,1997,b'Hamish Cunningham',1
A,1997,"b'Harold Somers, Bill Black'",1
A,1997,b'Hiroshi Echizen-ya',1
A,1997,b'I. Dan Melamed',1
A,1997,b'Ian Cloete',1
A,1997,b'Jan Alexandersson Norbert Reithinger Elisabeth Maier',1
A,1997,b'Jan Haji and Barbora Hladka',1
A,1997,b'Jeffrey C. Reynar and Adwait Ratnaparkhi*',1
A,1997,b'John Nerbonne',1
A,1997,"b""Jong C. Park', Martha Palmer', and Gay Washburn2""",1
A,1997,b'Karel Oliva',1
A,1997,b'Kathleen R. McKeown\nShimei Pan and James Shaw',1
A,1997,b'Kenji Araki',1
A,1997,b'Kenneth Wauchope',1
A,1997,"b'Kenneth Wauchope, Stephanie Everett, Dennis Perzanowski, Elaine Marsh'",1
A,1997,b'Kevin Humphreys',1
A,1997,b'Madeline Bates and Rusty Bobrow',1
A,1997,b'Marsal Gayalda Klaus Zechner',1
A,1997,b'Martin Platek',1
A,1997,b'Matthew Hurst and Shona Douglas',1
A,1997,b'Michael P. Jones and James H. Martin',1
A,1997,b'Michael Schoelles and Henry Hamburger',1
A,1997,b'Michael White and David E. Caldwell',1
A,1997,"b""Nina Wacholder'\nCRIA""",1
A,1997,b'Owen Rainbow Ehud Reiter',1
A,1997,"b'P. Spyns [1], NT. Nhan [2], E. Baert [1], N. Sager [2], G. De Moor [1]'",1
A,1997,b'Pasi Tapanainen and Timo Jarvinen',1
A,1997,"b'Philip R. Cohen, Michael Johnston, David McGee, Sharon Oviatt, Jay Pittman,\nIra Smith, Liang Chen and Josh Clow'",1
A,1997,b'Philip Resnik',1
A,1997,b'Pieter Theron',1
A,1997,"b'R. C. Moore, J. Dowding, H. Bratt, J. M. Gawron, Y. Gorfu, and A. Cheyer'",1
A,1997,"b'Ralph Grishman (chair), New York University\nChinatsu Aone, SRA Corp.\nRusty Bobrow, BBN\nMartha Evens, Illinois Institute of Technology\nLynette Hirschman, MITRE Corp.\nEduard Hovy, Univ. of Southern California/Information Sciences Institute\nYuji Matsumoto, Nara Institute of Science and Technology\nBoyan Onyshkevych, U. S. Dept. of Defense\nTomek Strzalkowski, General Electric Corporate Res. and Dev.\nHenry Thompson, Univ. of Edinburgh\nHans Uszkoreit, DFKI Saarbruecken\nMarc Vilain, MITRE Corp.'",1
A,1997,b'Ralph Weischedel',1
A,1997,b'Randy M. Kaplan',1
A,1997,b'Richard Schwartz',1
A,1997,b'Robert Gaizauskas',1
A,1997,b'Ronnie W. Smith',1
A,1997,"b'Salah Ait-Mokhtar, Jean-Pierre Chanod'",1
A,1997,b'Satoshi Sekine',1
A,1997,b'Scott Miller',1
A,1997,b'Stefanie Jannedy',1
A,1997,"b'Stephan Busemann\nDFKI GmbH\nStuhlsatzenhausweg 3, 66123 Saarbriicken, Germany'",1
A,1997,"b'Stephan Busemann, Thierry Declerck, Abdel Kader Diagne,\nLuca Dini, Judith Klein, Sven Schmeier'",1
A,1997,b'Steve Richardson',1
A,1997,b'Steven Finch',1
A,1997,"b'Sun Maosong, Shen Dayang, Huang Changning'",1
A,1997,b'Takehito Utsuro Yuji Matsumoto',1
A,1997,b'Ted Briscoe John Carroll',1
A,1997,"b'Ted Pedersen, Rebecca Bruce, and Janyce Wiebe 388'",1
A,1997,b'Ted Pedersent and Rebecca Brucet and Janyce Wiebef',1
A,1997,b'Timo Jarvinen and Pasi Tapanainen',1
A,1997,b'Tomag Holan',1
A,1997,"b""Tomek Strzalkowskil, Fang Linl, Jose Perez-Carballo2 and Jin Wang'""",1
A,1997,"b'Toni Badia, Angels Egea & Antoni Tuells'",1
A,1997,b'Vladislav Kuboii',1
A,1997,"b'Willi Zajac, Mark Casper and Nigel Sharples'",1
A,1997,"b'Wojciech Skut, Brigitte Krenn, Thorsten Brants, Hans Uszkoreit'",2
A,1997,"b'YAMABANA Kiyoshi, MURAKI Kazunori, KAMEI Shin-ichiro,\nSATOH Kenji, DOT Shinichi, TAMURA Shinko'",1
A,1997,b'Yael Ravin Misook Choi',1
A,1997,b'Yorick Wilks',1
A,1997,b'Yoshikazu Miyanaga Koji Tochinai',1
A,1997,b'Yue-Shi Lee and Hsin-Hsi Chen',1
A,2000,b'Adwait Ratnaparkhi',1
A,2000,"b'Amit BAGGA, Tomek STRZALKOWSKI, and G. Bowden WISE'",1
A,2000,b'Andrei Mikheev',1
A,2000,b'Arne Jonsson and Nils Dahlback',1
A,2000,b'Benoit Lavoie Richard Kittredge Tanya Korelsky Owen Rambow *',1
A,2000,"b'C Mellisht, R Evanst, L Cahi11, C Dorant; D Paivat, M ReapeI, D Scottt, N Tippert'",1
A,2000,b'Carolyn P. Rose',1
A,2000,"b'Christopher JOHNSON\nFrameNet Project,'",1
A,2000,"b""Claire Cardiel and Vincent Ng' and David Pierce' and Chris Buckley2""",1
A,2000,b'Claire Gardent',1
A,2000,b'Colin Matheson',1
A,2000,"b'Colin Matheson, Massimo Poesio, David Traum 1'",1
A,2000,"b'Dan Moldovan, Roxana Girju and Vasile Rus'",1
A,2000,b'Daniel Marcu Lynn Carlson Maki Watanabe',1
A,2000,"b'Daniel Marcu, Lynn Carlson, Maki Watanabe 9'",1
A,2000,"b'David Miller, Sean Boisen, Richard Schwartz, Rebecca Stone, Ralph Weischedel'",1
A,2000,b'David Stallard',1
A,2000,b'David Traum',1
A,2000,b'Diana McCarthy',1
A,2000,b'Don Blaheta and Eugene Charniak',1
A,2000,"b'Donna Byron and Peter B. Vanderheyden, Program Committee Chairs SRWi'",1
A,2000,b'Doug Appelt Igor Boguslavsky David Carter\nFabio Ciravegna Jim Cowie Ido Dagan\nRobert Dale John Dowding Andreas Eisele\nMichael Elhadad Jim Glass Oren Glilanan\nRalph Grishman Jan Haji d Donna Harman\nLynette Hirschman Pierre Isabelle Tanya Korelsky\nYuval Krymolowslci Alberto Lavelli Chin-Yew Lin\nInderjeet Mani Daniel Marcu Paul Martin\nZvi Marx David McDonald Terulco Mitamura',1
A,2000,b'Dragomir R. Radev*',1
A,2000,"b'Eduard Hovy, USC Information Sciences Institute (USA)\nJames Lester, North Carolina State University (USA)'",1
A,2000,b'Eleazar Eskin',1
A,2000,b'Erik F. Tjong Kim Sang',1
A,2000,b'Eugene Charniak',1
A,2000,"b'FrameNet Project,'",1
A,2000,b'Freddy Y. Y. Choi',1
A,2000,b'Gosse Bouma',1
A,2000,b'Grzegorz Kondrak',1
A,2000,b'Gunter Neumann* Christian Braunt Jakub PiskorskiI',1
A,2000,b'Hatem Ghorbel and Vincenzo Pallotta',1
A,2000,b'Hongyan Jing',1
A,2000,b'Hongyan Jing and Kathleen R. McKeown',1
A,2000,b'Hua Cheng',1
A,2000,b'Irene Langkilde',1
A,2000,b'Ivan I. Garibay',1
A,2000,b'Jan HAfit',1
A,2000,b'Jan HajiEs',1
A,2000,b'Janine Toole',1
A,2000,b'Jennifer Chu-Carroll',2
A,2000,b'Jiang Chen and Jian-Yun Nie',1
A,2000,b'Jill Suzanne Nickerson',1
A,2000,b'John C. Henderson Eric Brill',1
A,2000,b'John Carroll',1
A,2000,b'John Prager',1
A,2000,b'Juntae Yoon',1
A,2000,b'Karen Ward and Peter A. Heeman',1
A,2000,b'Karsten Konrad',1
A,2000,b'Klaus Zechner and Alex Waibel',1
A,2000,b'Krzysztof Czuba',1
A,2000,"b'M. P. Harper, C. M. White, W. Wang, M. T. Johnson, and R. A. Helzerman'",1
A,2000,"b'Manny Rayner, Beth Ann Hockey, Frankie James'",1
A,2000,"b'Marilyn Walker, Irene Langkilde, Jerry Wright, Allen Gorin, Diane Litman'",1
A,2000,b'Mark Johnson* Stefan Riezler',1
A,2000,b'Mark Stevenson and Robert Gaizauskas',2
A,2000,b'Mark Wasson',1
A,2000,b'Mark-Jan Nederhof',1
A,2000,b'Markus Walther',1
A,2000,b'Martin Chodorow Claudia Leacock',1
A,2000,b'Martin Romacker & Udo Hahn',1
A,2000,"b'Mary Xiaoyong Liu, Ted Diamond, and Anne R. Diekema'",1
A,2000,b'Massimo Poesio',1
A,2000,"b'Michael Collins, AT&T Labs - Research'",1
A,2000,b'Michael S. Fulkerson and Alan W. Biermann',1
A,2000,b'Michael Strube Maria Wolters',1
A,2000,"b'Nina Wacholder, Judith L. Klavans and David K. Evans'",1
A,2000,b'Norbert Broker',1
A,2000,b'Patrick Pantel and Dekang Lin',1
A,2000,b'Patrizia Paggio',1
A,2000,b'Peter WIEMER-HASTINGS',1
A,2000,"b'Philip COHEN, David McGEE, Josh CLOW'",1
A,2000,"b'Philippe Langlais, George Foster and Guy Lapalme\nRALI / DIRO'",1
A,2000,b'Ralph Grishman',1
A,2000,b'Reva Freedman',1
A,2000,b'Rie Kubota Ando and Lillian Lee',1
A,2000,b'Robert C. Moore',1
A,2000,b'Rohini Srihari',1
A,2000,b'Rohini Srihari Cheng Niu and Wei Li',1
A,2000,b'Roman Yangarber',1
A,2000,b'Sanda M. Harabagiu Steven J. Maiorano',1
A,2000,"b'Scott Miller, Heidi Fox, Lance Ramshaw, and Ralph Weischedel'",1
A,2000,"b'Setsuo Yamada, Eiichiro Sumita and Hideki Kashioka'",1
A,2000,b'Sharon Flank',1
A,2000,"b'Sonya RAJAN, Art GRAESSER, Roger KREUZ, & Ashish KARNAVAT'",1
A,2000,"b'Stephan Busemann, Sven Schmeier, Roman G. Arens'",1
A,2000,b'Stephan Oepen',1
A,2000,b'Steven Abney Michael Collins Amit Singhal',1
A,2000,b'Sylvain Pogodalla',1
A,2000,b'Systems',1
A,2000,"b'Takehito Utsuro, Shigeyuki Nishiokayama, Masakazu Fujio, Yuji Matsumoto'",1
A,2000,b'Ted Pedersen',1
A,2000,b'Thorsten Brants',1
A,2000,b'Tore Amble',1
A,2000,b'Ulf Hermjakob',1
A,2000,b'Valerie Samn*',1
A,2000,b'Violetta Cavalli-Sforza',1
A,2000,"b'Woody Haynes, Illinois Institute of Technology (USA)'",1
A,2000,b'Yair Even-Zohar Dan Roth',1
A,2000,"b'Yamashita, Tatsuo and Matsumoto, Yuji'",1
A,2000,"b'[Stephen (Addressee, NP, Obj)]'",1
D,2008,b'Abstract Roger Levy',1
D,2008,"b'Alan Ritter, Doug Downey, Stephen Soderland and Oren Etzioni'",1
D,2008,b'Alexandra Birch Miles Osborne Philipp Koehn',1
D,2008,b'Amarnag Subramanya & Jeff Bilmes',1
D,2008,b'Ananlada Chotimongkol Alexander I. Rudnicky',1
D,2008,b'Andr\xc2\xb4e F. T. Martins*\xe2\x80\xa0 Dipanjan Das* Noah A. Smith* Eric P. Xing*',1
D,2008,b'Ani Nenkova',1
D,2008,b'Arul Menezes and Chris Quirk',1
D,2008,b'BBN Technologies* Virginia Tech',1
D,2008,b'Baobao Chang',1
D,2008,b'Baoli Li Yandong Liu Eugene Agichtein',1
D,2008,b'Ben Sandbank',1
D,2008,b'Benjamin Snyder and Tahira Naseem and Jacob Eisenstein and Regina Barzilay',1
D,2008,"b'Bill MacCartney, Michel Galley, Christopher D. Manning'",1
D,2008,b'Bing Zhao Yaser Al-onaizan',1
D,2008,"b'Bo-June (Paul) Hsu, James Glass'",1
D,2008,b'Burr Settles*\xe2\x80\xa0',1
D,2008,b'Carmen Banea and Rada Mihalcea Janyce Wiebe Samer Hassan',1
D,2008,b'Chikara Hashimoto',1
D,2008,b'Chris Callison-Burch',1
D,2008,b'Christopher D. Manning',1
D,2008,b'Congkai Sun*',1
D,2008,b'Cory Barr and Rosie Jones',1
D,2008,b'Daisuke Kawahara',1
D,2008,b'Dan Goldwasser Dan Roth',1
D,2008,b'Daniel Jurafsky',1
D,2008,b'David A. Smith and Jason Eisner',1
D,2008,b'David Burkett and Dan Klein',1
D,2008,b'David Chiang',1
D,2008,b'David Hall',1
D,2008,b'David Smith',1
D,2008,b'David Vickrey Aaron Bronzan William Choi Aman Kumar\nJason Turner-Maier Arthur Wang Daphne Koller',1
D,2008,b'Deepak Ravichandran Rahul Bhagat* Fernando Pereira',1
D,2008,b'Einat Minkov\xe2\x88\x97',1
D,2008,b'Emily Pitler',1
D,2008,b'Eric Bengtson Dan Roth',1
D,2008,"b'Fei Huang , Ahmad Emami and Imed Zitouni'",1
D,2008,b'Gabriel Murray and Giuseppe Carenini',1
D,2008,b'Gregor Leusch and Evgeny Matusov and Hermann Ney',1
D,2008,b'Haitao Mi1',1
D,2008,b'Hal Daum\xc2\xb4e III',1
D,2008,b'Hang Li',1
D,2008,b'Harald Trost',1
D,2008,b'Hinrich Sch\xc2\xa8utze and Michael Walsh',1
D,2008,"b'Hirotoshi Taira, Sanae Fujita, Masaaki Nagata'",1
D,2008,b'Hoifung Poon Pedro Domingos',1
D,2008,b'Imed Zitouni and Radu Florian',1
D,2008,b'Jacob Eisenstein and Regina Barzilay',1
D,2008,b'Jason Baldridge',1
D,2008,b'Jeremy Jancsary and Johannes Matiasek',1
D,2008,b'Jianfeng Gao Mark Johnson',1
D,2008,b'Jimmy Lin',1
D,2008,"b'John DeNero, Alexandre Bouchard-C\xcb\x86ot\xc2\xb4e and Dan Klein'",1
D,2008,b'Juan M. Huerta',1
D,2008,"b'Jun Zhao, Kang Liu, Gen Wang'",1
D,2008,"b'Jung-Tae Lee\xe2\x80\xa0 and Sang-Bum Kim\xc2\xa7 and Young-In Song$ and Hae-Chang Rim\xe2\x80\xa0\xe2\x80\xa0Dept. of Computer & Radio Communications Engineering, Korea University, Seoul, Korea'",1
D,2008,b'Katrin Erk Sebastian Pad\xc2\xb4o',1
D,2008,b'Kevin Hsin-Yih Lin and Hsin-Hsi Chen',1
D,2008,b'Khalil Sima\xe2\x80\x99an',1
D,2008,b'Laura Rimell and Stephen Clark',1
D,2008,b'Lei Shi',1
D,2008,"b'Liang Huang2,1'",1
D,2008,b'Libin Shen Aravind K. Joshi',1
D,2008,b'Mamoru Komachi Taku Kudo Masashi Shimbo Yuji Matsumoto',1
D,2008,"b'Marco Pennacchiotti(t), Diego De Cao($), Roberto Basili($), Danilo Croce($), Michael Roth(t)'",1
D,2008,b'Marcus Thint',1
D,2008,b'Mark Craven\xe2\x80\xa0*',1
D,2008,b'Mark Dredze and Koby Crammer',1
D,2008,b'Markos Mylonakis',1
D,2008,b'Markus Dreyer and Jason R. Smith and Jason Eisner',1
D,2008,b'Matthew Snover and Bonnie Dorr Richard Schwartz',1
D,2008,b'Ming Zhou',1
D,2008,b'Moira Regelson',1
D,2008,b'Naoaki Okazaki\xe2\x80\xa0 Yoshimasa Tsuruoka\xe2\x80\xa1',1
D,2008,b'Nathanael Chambers and Dan Jurafsky',1
D,2008,b'Nianwen Xue',1
D,2008,b'Omar F. Zaidan and Jason Eisner',1
D,2008,b'Partha Pratim Talukdar* Joseph Reisinger* Marius Pas\xc2\xb8ca',1
D,2008,b'Pascal Denis',1
D,2008,b'Phil Blunsom and Miles Osborne',1
D,2008,b'Qun Liu1 and Zhongjun He1n and Yang Liu1 and Shouxun Lin1',1
D,2008,b'Radu Soricut',1
D,2008,b'Razvan C. Bunescu',1
D,2008,"b'Richard C. Wang, Nico Schlaefer, William W. Cohen, and Eric Nyberg'",1
D,2008,b'Rion Snow\xe2\x80\xa0 Brendan O\xe2\x80\x99Connor$ Daniel Jurafsky\xc2\xa7 Andrew Y. Ng\xe2\x80\xa0',1
D,2008,b'Rohit J. Kate',1
D,2008,b'Ron Bekkerman Koby Crammer',1
D,2008,"b'Roser Morante\xe2\x80\xa0, Anthony Liekens$, Walter Daelemans\xe2\x80\xa0'",1
D,2008,b'Roy W. Tromble1 and Shankar Kumar2 and Franz Och2 and Wolfgang Macherey2',1
D,2008,b'Saif Mohammadf Bonnie Dorr Graeme Hirst\xcf\x86',1
D,2008,"b'Sa\xcb\x87sa Hasan, Juri Ganitkevitch, Hermann Ney, Jes\xc2\xb4us Andr\xc2\xb4es-Ferrer\xe2\x80\xa0*'",1
D,2008,b'Shafiq R. Joty',1
D,2008,b'Shane Bergsma Dekang Lin Randy Goebel',1
D,2008,b'Shaolin Qu Joyce Y. Chai',1
D,2008,b'Shinsuke Higuchi Rafal Rzepka Kenji Araki',1
D,2008,b'Slav Petrov Aria Haghighi Dan Klein',1
D,2008,b'Slav Petrov and Dan Klein',1
D,2008,b'Sophia Ananiadou\xe2\x80\xa1 Jun\xe2\x80\x99ichi Tsujii\xe2\x80\xa0\xe2\x80\xa1',1
D,2008,b'Srinivas Bangalore',1
D,2008,"b'Stefan Schoenmackers, Oren Etzioni, and Daniel S. Weld'",1
D,2008,b'Stephan Raaijmakers',1
D,2008,b'Stephen Wan\xe2\x80\xa0$ Robert Dale\xe2\x80\xa0 Mark Dras\xe2\x80\xa0\xe2\x80\xa0Centre for Language Technology',1
D,2008,b'Sujith Ravi and Kevin Knight',2
D,2008,b'Thamar Solorio and Yang Liu',2
D,2008,b'Theresa Wilson',1
D,2008,b'Vivi Nastase',1
D,2008,"b'Wei Lu1, Hwee Tou Ng1,2, Wee Sun Lee1,2'",1
D,2008,b'Weiwei Ding',1
D,2008,b'William W. Cohen',1
D,2008,b'Wolfgang Macherey Franz Josef Och Ignacio Thayer Jakob Uszkoreit',1
D,2008,"b'Xiaodong He\xe2\x80\xa0, Mei Yang\xe2\x80\xa1 *, Jianfeng Gao\xe2\x80\xa0, Patrick Nguyen\xe2\x80\xa0, and Robert Moore\xe2\x80\xa0'",1
D,2008,b'Xiaojun Wan',2
D,2008,"b'Xinhao Wang, Jiazhong Nie, Dingsheng Luo, Xihong Wu*'",1
D,2008,b'Xinying Songt * Shilin Ding\xc2\xa7 * Chin-Yew Lin$',1
D,2008,"b""Yassine Benajiba' Mona Diab\xc2\xb0 Paolo Rosso'""",1
D,2008,b'Yejin Choi and Claire Cardie',1
D,2008,"b'Yixuan Liu, Bin Wang, Fan Ding, Sheng Xu'",1
D,2008,b'Yllias Chali',1
D,2008,b'Yue Zhang and Stephen Clark',1
D,2008,b'Yugo Murawaki Sadao Kurohashi',1
D,2008,b'Yuval Marton and Philip Resnik',1
D,2008,b'Zengchang Qin',1
D,2008,b'Zhenfu Cao',1
D,2008,b'Zhi Zhong and Hwee Tou Ng and Yee Seng Chan',1
D,2008,b'Zhifei Li and David Yarowsky',1
D,2008,b'Zhiheng Huang',1
D,2009,"b'$Microsoft Bing Search, Redmond, USA'",1
D,2009,b'Abby Levenberg Miles Osborne',1
D,2009,"b'Adam Pauls, John DeNero and Dan Klein'",1
D,2009,b'Alessandro Moschitti',2
D,2009,b'Alexander Yates',1
D,2009,b'Altaf Rahman and Vincent Ng',1
D,2009,b'Aminul Islam',1
D,2009,b'Andrew Finch Eiichiro Sumita',1
D,2009,b'Andrew McCallum',1
D,2009,b'Andy Way',1
D,2009,b'Ani Nenkova',1
D,2009,b'Anlei Dong Yi Chang Shihao Ji Ciya Liao Xin Li Zhaohui Zheng',1
D,2009,b'Annie Louis',1
D,2009,b'Area Chairs:',1
D,2009,b'Ari Rappoport',2
D,2009,b'Aria Haghighi and Dan Klein',1
D,2009,b'Arne Mauser and Sa\xcb\x87sa Hasan and Hermann Ney',1
D,2009,b'Arzucan \xc2\xa8Ozg\xc2\xa8ur',1
